subregion1_code,date,value,model
AK,2021-11-16,3077.2616935454366,GBM_tuned
AK,2021-11-17,1139.99,Random_Forest
AK,2021-11-17,1693.1754,XGBoost
AK,2021-11-17,3890.93153209528,GBM_default
AK,2021-11-17,3077.2616935454366,GBM_tuned
AK,2021-11-18,1152.786,Random_Forest
AK,2021-11-18,1607.0682,XGBoost
AK,2021-11-18,3905.996679443248,GBM_default
AK,2021-11-18,3077.2616935454366,GBM_tuned
AK,2021-11-19,1147.087,Random_Forest
AK,2021-11-19,2118.753,XGBoost
AK,2021-11-19,3895.760959773691,GBM_default
AK,2021-11-19,3077.2616935454366,GBM_tuned
AK,2021-11-20,1166.89,Random_Forest
AK,2021-11-20,1625.164,XGBoost
AK,2021-11-20,3976.195671282908,GBM_default
AK,2021-11-20,3077.2616935454366,GBM_tuned
AK,2021-11-21,1143.993,Random_Forest
AK,2021-11-21,1701.755,XGBoost
AK,2021-11-21,3880.695812425723,GBM_default
AK,2021-11-21,3077.2616935454366,GBM_tuned
AK,2021-11-22,1141.731,Random_Forest
AK,2021-11-22,2058.9788,XGBoost
AK,2021-11-22,3880.695812425723,GBM_default
AK,2021-11-22,3077.2616935454366,GBM_tuned
AK,2021-11-23,1151.495,Random_Forest
AK,2021-11-23,1825.8761,XGBoost
AK,2021-11-23,3880.695812425723,GBM_default
AK,2021-11-23,3077.2616935454366,GBM_tuned
AK,2021-11-24,1173.718,Random_Forest
AK,2021-11-24,2476.0735,XGBoost
AK,2021-11-24,6172.887971767266,GBM_default
AK,2021-11-24,3077.2616935454366,GBM_tuned
AK,2021-11-25,1149.776,Random_Forest
AK,2021-11-25,2662.5305,XGBoost
AK,2021-11-25,3890.93153209528,GBM_default
AK,2021-11-25,3077.2616935454366,GBM_tuned
AK,2021-11-26,1145.848,Random_Forest
AK,2021-11-26,1743.2731,XGBoost
AK,2021-11-26,4145.772682024685,GBM_default
AK,2021-11-26,3077.2616935454366,GBM_tuned
AK,2021-11-27,1174.859,Random_Forest
AK,2021-11-27,1946.3486,XGBoost
AK,2021-11-27,3795.14145960832,GBM_default
AK,2021-11-27,3077.2616935454366,GBM_tuned
AK,2021-11-28,1175.562,Random_Forest
AK,2021-11-28,2159.0886,XGBoost
AK,2021-11-28,6443.047467311524,GBM_default
AK,2021-11-28,3077.2616935454366,GBM_tuned
AK,2021-11-29,1197.828,Random_Forest
AK,2021-11-29,2375.306,XGBoost
AK,2021-11-29,6077.3235820803375,GBM_default
AK,2021-11-29,3077.2616935454366,GBM_tuned
AK,2021-11-30,1146.09,Random_Forest
AK,2021-11-30,3095.3752,XGBoost
AK,2021-11-30,3890.93153209528,GBM_default
AK,2021-11-30,3077.2616935454366,GBM_tuned
AK,2021-12-01,1148.292,Random_Forest
AK,2021-12-01,3244.7944,XGBoost
AK,2021-12-01,3923.81395465054,GBM_default
AK,2021-12-01,3077.2616935454366,GBM_tuned
AK,2021-12-02,1148.234,Random_Forest
AK,2021-12-02,2309.852,XGBoost
AK,2021-12-02,3998.853992074906,GBM_default
AK,2021-12-02,3077.2616935454366,GBM_tuned
AK,2021-12-03,1169.452,Random_Forest
AK,2021-12-03,2335.7483,XGBoost
AK,2021-12-03,3872.3951235579457,GBM_default
AK,2021-12-03,3077.2616935454366,GBM_tuned
AL,2021-10-16,3734.311,Random_Forest
AL,2021-10-16,3567.101,XGBoost
AL,2021-10-16,6429.985630454318,GBM_default
AL,2021-10-16,3077.2616935454366,GBM_tuned
AL,2021-10-17,3726.4128,Random_Forest
AL,2021-10-17,2255.0615,XGBoost
AL,2021-10-17,4782.542711473845,GBM_default
AL,2021-10-17,3077.2616935454366,GBM_tuned
AL,2021-10-18,3686.1968,Random_Forest
AL,2021-10-18,2434.7256,XGBoost
AL,2021-10-18,4605.047992901786,GBM_default
AL,2021-10-18,3077.2616935454366,GBM_tuned
AL,2021-10-19,3434.653,Random_Forest
AL,2021-10-19,2493.4565,XGBoost
AL,2021-10-19,6389.173882162482,GBM_default
AL,2021-10-19,3077.2616935454366,GBM_tuned
AL,2021-10-20,3170.2678,Random_Forest
AL,2021-10-20,2805.8574,XGBoost
AL,2021-10-20,6685.402494046118,GBM_default
AL,2021-10-20,3077.2616935454366,GBM_tuned
AL,2021-10-21,3093.5078,Random_Forest
AL,2021-10-21,2826.5247,XGBoost
AL,2021-10-21,6685.402494046118,GBM_default
AL,2021-10-21,3077.2616935454366,GBM_tuned
AL,2021-10-22,3065.9298,Random_Forest
AL,2021-10-22,2587.887,XGBoost
AL,2021-10-22,6268.787187723522,GBM_default
AL,2021-10-22,3077.2616935454366,GBM_tuned
AL,2021-10-23,3117.1848,Random_Forest
AL,2021-10-23,2351.7627,XGBoost
AL,2021-10-23,6522.430944322995,GBM_default
AL,2021-10-23,3077.2616935454366,GBM_tuned
AL,2021-10-24,3117.4278,Random_Forest
AL,2021-10-24,2348.7004,XGBoost
AL,2021-10-24,4605.047992901786,GBM_default
AL,2021-10-24,3077.2616935454366,GBM_tuned
AL,2021-10-25,3046.4728,Random_Forest
AL,2021-10-25,2864.3606,XGBoost
AL,2021-10-25,4645.859741193622,GBM_default
AL,2021-10-25,3077.2616935454366,GBM_tuned
AL,2021-10-26,3081.074,Random_Forest
AL,2021-10-26,2955.9878,XGBoost
AL,2021-10-26,6464.791370119772,GBM_default
AL,2021-10-26,3077.2616935454366,GBM_tuned
AL,2021-10-27,3103.8228,Random_Forest
AL,2021-10-27,2998.1892,XGBoost
AL,2021-10-27,4605.047992901786,GBM_default
AL,2021-10-27,3077.2616935454366,GBM_tuned
AL,2021-10-28,3068.4028,Random_Forest
AL,2021-10-28,3499.3315,XGBoost
AL,2021-10-28,6380.711269485252,GBM_default
AL,2021-10-28,3077.2616935454366,GBM_tuned
AL,2021-10-29,3082.948,Random_Forest
AL,2021-10-29,3547.309,XGBoost
AL,2021-10-29,6419.749910784762,GBM_default
AL,2021-10-29,3077.2616935454366,GBM_tuned
AL,2021-10-30,3123.5388,Random_Forest
AL,2021-10-30,2713.504,XGBoost
AL,2021-10-30,6411.287298107532,GBM_default
AL,2021-10-30,3077.2616935454366,GBM_tuned
AL,2021-10-31,3413.907,Random_Forest
AL,2021-10-31,2629.1418,XGBoost
AL,2021-10-31,6393.085142997906,GBM_default
AL,2021-10-31,3077.2616935454366,GBM_tuned
AL,2021-11-01,3438.3618,Random_Forest
AL,2021-11-01,2333.4204,XGBoost
AL,2021-11-01,4782.542711473845,GBM_default
AL,2021-11-01,3077.2616935454366,GBM_tuned
AL,2021-11-02,3419.693,Random_Forest
AL,2021-11-02,3324.9602,XGBoost
AL,2021-11-02,6433.896891289742,GBM_default
AL,2021-11-02,3077.2616935454366,GBM_tuned
AL,2021-11-03,3122.935,Random_Forest
AL,2021-11-03,4232.002,XGBoost
AL,2021-11-03,6433.896891289742,GBM_default
AL,2021-11-03,3077.2616935454366,GBM_tuned
AL,2021-11-04,3430.6338,Random_Forest
AL,2021-11-04,3800.7354,XGBoost
AL,2021-11-04,4645.859741193622,GBM_default
AL,2021-11-04,3077.2616935454366,GBM_tuned
AL,2021-11-05,3711.758,Random_Forest
AL,2021-11-05,4358.4404,XGBoost
AL,2021-11-05,6277.249800400752,GBM_default
AL,2021-11-05,3077.2616935454366,GBM_tuned
AL,2021-11-06,3721.329,Random_Forest
AL,2021-11-06,3661.7715,XGBoost
AL,2021-11-06,6312.055540066206,GBM_default
AL,2021-11-06,3077.2616935454366,GBM_tuned
AL,2021-11-07,3710.969,Random_Forest
AL,2021-11-07,2121.783,XGBoost
AL,2021-11-07,6393.085142997906,GBM_default
AL,2021-11-07,3077.2616935454366,GBM_tuned
AL,2021-11-08,3732.6848,Random_Forest
AL,2021-11-08,3099.6782,XGBoost
AL,2021-11-08,4645.859741193622,GBM_default
AL,2021-11-08,3077.2616935454366,GBM_tuned
AL,2021-11-09,3326.7668,Random_Forest
AL,2021-11-09,2838.98,XGBoost
AL,2021-11-09,4645.859741193622,GBM_default
AL,2021-11-09,3077.2616935454366,GBM_tuned
AL,2021-11-10,3099.871,Random_Forest
AL,2021-11-10,2504.4602,XGBoost
AL,2021-11-10,6433.896891289742,GBM_default
AL,2021-11-10,3077.2616935454366,GBM_tuned
AL,2021-11-11,3109.7858,Random_Forest
AL,2021-11-11,2369.2483,XGBoost
AL,2021-11-11,6685.402494046118,GBM_default
AL,2021-11-11,3077.2616935454366,GBM_tuned
AL,2021-11-12,3062.0278,Random_Forest
AL,2021-11-12,2885.7612,XGBoost
AL,2021-11-12,6532.666663992552,GBM_default
AL,2021-11-12,3077.2616935454366,GBM_tuned
AL,2021-11-13,3040.3268,Random_Forest
AL,2021-11-13,2231.748,XGBoost
AL,2021-11-13,6281.161061236176,GBM_default
AL,2021-11-13,3077.2616935454366,GBM_tuned
AL,2021-11-14,3105.0498,Random_Forest
AL,2021-11-14,2381.6917,XGBoost
AL,2021-11-14,6253.047175611486,GBM_default
AL,2021-11-14,3077.2616935454366,GBM_tuned
AL,2021-11-15,3108.5908,Random_Forest
AL,2021-11-15,3302.8906,XGBoost
AL,2021-11-15,4605.047992901786,GBM_default
AL,2021-11-15,3077.2616935454366,GBM_tuned
AL,2021-11-16,3033.0668,Random_Forest
AL,2021-11-16,3707.5156,XGBoost
AL,2021-11-16,4645.859741193622,GBM_default
AL,2021-11-16,3077.2616935454366,GBM_tuned
AL,2021-11-17,3105.346,Random_Forest
AL,2021-11-17,2754.0913,XGBoost
AL,2021-11-17,6423.979621827936,GBM_default
AL,2021-11-17,3077.2616935454366,GBM_tuned
AL,2021-11-18,3105.7638,Random_Forest
AL,2021-11-18,3455.9192,XGBoost
AL,2021-11-18,4605.047992901786,GBM_default
AL,2021-11-18,3077.2616935454366,GBM_tuned
AL,2021-11-19,3061.7378,Random_Forest
AL,2021-11-19,3975.9624,XGBoost
AL,2021-11-19,6491.854915700716,GBM_default
AL,2021-11-19,3077.2616935454366,GBM_tuned
AL,2021-11-20,3046.855,Random_Forest
AL,2021-11-20,2516.3254,XGBoost
AL,2021-11-20,6419.749910784762,GBM_default
AL,2021-11-20,3077.2616935454366,GBM_tuned
AL,2021-11-21,3101.0208,Random_Forest
AL,2021-11-21,3150.803,XGBoost
AL,2021-11-21,6411.287298107532,GBM_default
AL,2021-11-21,3077.2616935454366,GBM_tuned
AL,2021-11-22,3106.0068,Random_Forest
AL,2021-11-22,2993.8105,XGBoost
AL,2021-11-22,6644.590745754282,GBM_default
AL,2021-11-22,3077.2616935454366,GBM_tuned
AL,2021-11-23,3091.9098,Random_Forest
AL,2021-11-23,3658.2053,XGBoost
AL,2021-11-23,4645.859741193622,GBM_default
AL,2021-11-23,3077.2616935454366,GBM_tuned
AL,2021-11-24,3100.3518,Random_Forest
AL,2021-11-24,4313.014,XGBoost
AL,2021-11-24,6421.523017777088,GBM_default
AL,2021-11-24,3077.2616935454366,GBM_tuned
AL,2021-11-25,3096.319,Random_Forest
AL,2021-11-25,4349.9453,XGBoost
AL,2021-11-25,6433.896891289742,GBM_default
AL,2021-11-25,3077.2616935454366,GBM_tuned
AL,2021-11-26,3119.9758,Random_Forest
AL,2021-11-26,4401.3213,XGBoost
AL,2021-11-26,4493.123911140056,GBM_default
AL,2021-11-26,3077.2616935454366,GBM_tuned
AL,2021-11-27,3138.5,Random_Forest
AL,2021-11-27,4435.2563,XGBoost
AL,2021-11-27,6277.249800400752,GBM_default
AL,2021-11-27,3077.2616935454366,GBM_tuned
AL,2021-11-28,3128.529,Random_Forest
AL,2021-11-28,2685.306,XGBoost
AL,2021-11-28,6267.014080731196,GBM_default
AL,2021-11-28,3077.2616935454366,GBM_tuned
AL,2021-11-29,3129.4788,Random_Forest
AL,2021-11-29,3156.6172,XGBoost
AL,2021-11-29,6380.711269485252,GBM_default
AL,2021-11-29,3077.2616935454366,GBM_tuned
AL,2021-11-30,3097.5148,Random_Forest
AL,2021-11-30,3108.7488,XGBoost
AL,2021-11-30,4645.859741193622,GBM_default
AL,2021-11-30,3077.2616935454366,GBM_tuned
AL,2021-12-01,3055.0018,Random_Forest
AL,2021-12-01,3583.759,XGBoost
AL,2021-12-01,4645.859741193622,GBM_default
AL,2021-12-01,3077.2616935454366,GBM_tuned
AL,2021-12-02,3100.0558,Random_Forest
AL,2021-12-02,2978.8716,XGBoost
AL,2021-12-02,6685.402494046118,GBM_default
AL,2021-12-02,3077.2616935454366,GBM_tuned
AL,2021-12-03,3099.8038,Random_Forest
AL,2021-12-03,3311.4363,XGBoost
AL,2021-12-03,6532.666663992552,GBM_default
AL,2021-12-03,3077.2616935454366,GBM_tuned
AR,2021-10-16,2801.205,Random_Forest
AR,2021-10-16,2778.7144,XGBoost
AR,2021-10-16,4690.230982587988,GBM_default
AR,2021-10-16,3077.2616935454366,GBM_tuned
AR,2021-10-17,2652.727,Random_Forest
AR,2021-10-17,2336.7712,XGBoost
AR,2021-10-17,4690.230982587988,GBM_default
AR,2021-10-17,3077.2616935454366,GBM_tuned
AR,2021-10-18,2677.131,Random_Forest
AR,2021-10-18,2953.621,XGBoost
AR,2021-10-18,4690.230982587988,GBM_default
AR,2021-10-18,3077.2616935454366,GBM_tuned
AR,2021-10-19,2576.602,Random_Forest
AR,2021-10-19,2253.6936,XGBoost
AR,2021-10-19,4690.230982587988,GBM_default
AR,2021-10-19,3077.2616935454366,GBM_tuned
AR,2021-10-20,2655.217,Random_Forest
AR,2021-10-20,2411.353,XGBoost
AR,2021-10-20,4690.230982587988,GBM_default
AR,2021-10-20,3077.2616935454366,GBM_tuned
AR,2021-10-21,2593.455,Random_Forest
AR,2021-10-21,2958.3315,XGBoost
AR,2021-10-21,4690.230982587988,GBM_default
AR,2021-10-21,3077.2616935454366,GBM_tuned
AR,2021-10-22,2561.73,Random_Forest
AR,2021-10-22,2347.0056,XGBoost
AR,2021-10-22,4690.230982587988,GBM_default
AR,2021-10-22,3077.2616935454366,GBM_tuned
AR,2021-10-23,2578.441,Random_Forest
AR,2021-10-23,2556.1306,XGBoost
AR,2021-10-23,4690.230982587988,GBM_default
AR,2021-10-23,3077.2616935454366,GBM_tuned
AR,2021-10-24,2656.578,Random_Forest
AR,2021-10-24,2974.0322,XGBoost
AR,2021-10-24,4690.230982587988,GBM_default
AR,2021-10-24,3077.2616935454366,GBM_tuned
AR,2021-10-25,2668.604,Random_Forest
AR,2021-10-25,2096.13,XGBoost
AR,2021-10-25,4690.230982587988,GBM_default
AR,2021-10-25,3077.2616935454366,GBM_tuned
AR,2021-10-26,2591.485,Random_Forest
AR,2021-10-26,2742.8496,XGBoost
AR,2021-10-26,4690.230982587988,GBM_default
AR,2021-10-26,3077.2616935454366,GBM_tuned
AR,2021-10-27,2622.09,Random_Forest
AR,2021-10-27,2311.4495,XGBoost
AR,2021-10-27,4690.230982587988,GBM_default
AR,2021-10-27,3077.2616935454366,GBM_tuned
AR,2021-10-28,2549.326,Random_Forest
AR,2021-10-28,2708.9512,XGBoost
AR,2021-10-28,4690.230982587988,GBM_default
AR,2021-10-28,3077.2616935454366,GBM_tuned
AR,2021-10-29,2772.778,Random_Forest
AR,2021-10-29,2775.0874,XGBoost
AR,2021-10-29,6729.773735440483,GBM_default
AR,2021-10-29,3077.2616935454366,GBM_tuned
AR,2021-10-30,2624.732,Random_Forest
AR,2021-10-30,2570.3003,XGBoost
AR,2021-10-30,4690.230982587988,GBM_default
AR,2021-10-30,3077.2616935454366,GBM_tuned
AR,2021-10-31,2769.373,Random_Forest
AR,2021-10-31,2840.0818,XGBoost
AR,2021-10-31,4690.230982587988,GBM_default
AR,2021-10-31,3077.2616935454366,GBM_tuned
AR,2021-11-01,2650.094,Random_Forest
AR,2021-11-01,2357.1677,XGBoost
AR,2021-11-01,4690.230982587988,GBM_default
AR,2021-11-01,3077.2616935454366,GBM_tuned
AR,2021-11-02,2602.075,Random_Forest
AR,2021-11-02,2479.3877,XGBoost
AR,2021-11-02,4690.230982587988,GBM_default
AR,2021-11-02,3077.2616935454366,GBM_tuned
AR,2021-11-03,2818.909,Random_Forest
AR,2021-11-03,2675.3765,XGBoost
AR,2021-11-03,6474.356871848685,GBM_default
AR,2021-11-03,3077.2616935454366,GBM_tuned
AR,2021-11-04,2685.763,Random_Forest
AR,2021-11-04,2608.236,XGBoost
AR,2021-11-04,4690.230982587988,GBM_default
AR,2021-11-04,3077.2616935454366,GBM_tuned
AR,2021-11-05,2598.656,Random_Forest
AR,2021-11-05,3375.4038,XGBoost
AR,2021-11-05,4690.230982587988,GBM_default
AR,2021-11-05,3077.2616935454366,GBM_tuned
AR,2021-11-06,2655.517,Random_Forest
AR,2021-11-06,2219.4895,XGBoost
AR,2021-11-06,4690.230982587988,GBM_default
AR,2021-11-06,3077.2616935454366,GBM_tuned
AR,2021-11-07,2658.696,Random_Forest
AR,2021-11-07,2758.419,XGBoost
AR,2021-11-07,4690.230982587988,GBM_default
AR,2021-11-07,3077.2616935454366,GBM_tuned
AR,2021-11-08,2572.229,Random_Forest
AR,2021-11-08,3045.4932,XGBoost
AR,2021-11-08,4690.230982587988,GBM_default
AR,2021-11-08,3077.2616935454366,GBM_tuned
AR,2021-11-09,2594.545,Random_Forest
AR,2021-11-09,2199.2969,XGBoost
AR,2021-11-09,4690.230982587988,GBM_default
AR,2021-11-09,3077.2616935454366,GBM_tuned
AR,2021-11-10,2552.39,Random_Forest
AR,2021-11-10,2167.746,XGBoost
AR,2021-11-10,4690.230982587988,GBM_default
AR,2021-11-10,3077.2616935454366,GBM_tuned
AR,2021-11-11,2597.794,Random_Forest
AR,2021-11-11,2594.6694,XGBoost
AR,2021-11-11,4690.230982587988,GBM_default
AR,2021-11-11,3077.2616935454366,GBM_tuned
AR,2021-11-12,2530.084,Random_Forest
AR,2021-11-12,2397.9292,XGBoost
AR,2021-11-12,4690.230982587988,GBM_default
AR,2021-11-12,3077.2616935454366,GBM_tuned
AR,2021-11-13,2527.816,Random_Forest
AR,2021-11-13,2582.785,XGBoost
AR,2021-11-13,4690.230982587988,GBM_default
AR,2021-11-13,3077.2616935454366,GBM_tuned
AR,2021-11-14,2547.1,Random_Forest
AR,2021-11-14,2352.6753,XGBoost
AR,2021-11-14,4690.230982587988,GBM_default
AR,2021-11-14,3077.2616935454366,GBM_tuned
AR,2021-11-15,2611.88,Random_Forest
AR,2021-11-15,2660.8433,XGBoost
AR,2021-11-15,4690.230982587988,GBM_default
AR,2021-11-15,3077.2616935454366,GBM_tuned
AR,2021-11-16,2589.769,Random_Forest
AR,2021-11-16,2299.275,XGBoost
AR,2021-11-16,4690.230982587988,GBM_default
AR,2021-11-16,3077.2616935454366,GBM_tuned
AR,2021-11-17,2528.736,Random_Forest
AR,2021-11-17,2255.2852,XGBoost
AR,2021-11-17,4690.230982587988,GBM_default
AR,2021-11-17,3077.2616935454366,GBM_tuned
AR,2021-11-18,2594.977,Random_Forest
AR,2021-11-18,2617.2825,XGBoost
AR,2021-11-18,4690.230982587988,GBM_default
AR,2021-11-18,3077.2616935454366,GBM_tuned
AR,2021-11-19,2574.866,Random_Forest
AR,2021-11-19,2510.901,XGBoost
AR,2021-11-19,4690.230982587988,GBM_default
AR,2021-11-19,3077.2616935454366,GBM_tuned
AR,2021-11-20,2722.662,Random_Forest
AR,2021-11-20,2713.8542,XGBoost
AR,2021-11-20,6729.773735440483,GBM_default
AR,2021-11-20,3077.2616935454366,GBM_tuned
AR,2021-11-21,2590.152,Random_Forest
AR,2021-11-21,2751.2188,XGBoost
AR,2021-11-21,4690.230982587988,GBM_default
AR,2021-11-21,3077.2616935454366,GBM_tuned
AR,2021-11-22,2744.146,Random_Forest
AR,2021-11-22,2998.3171,XGBoost
AR,2021-11-22,4690.230982587988,GBM_default
AR,2021-11-22,3077.2616935454366,GBM_tuned
AR,2021-11-23,2614.231,Random_Forest
AR,2021-11-23,2737.481,XGBoost
AR,2021-11-23,4690.230982587988,GBM_default
AR,2021-11-23,3077.2616935454366,GBM_tuned
AR,2021-11-24,2644.159,Random_Forest
AR,2021-11-24,2604.5398,XGBoost
AR,2021-11-24,4690.230982587988,GBM_default
AR,2021-11-24,3077.2616935454366,GBM_tuned
AR,2021-11-25,2741.368,Random_Forest
AR,2021-11-25,2972.6123,XGBoost
AR,2021-11-25,6474.356871848685,GBM_default
AR,2021-11-25,3077.2616935454366,GBM_tuned
AR,2021-11-26,2630.813,Random_Forest
AR,2021-11-26,3403.9297,XGBoost
AR,2021-11-26,4690.230982587988,GBM_default
AR,2021-11-26,3077.2616935454366,GBM_tuned
AR,2021-11-27,2597.882,Random_Forest
AR,2021-11-27,2770.568,XGBoost
AR,2021-11-27,4690.230982587988,GBM_default
AR,2021-11-27,3077.2616935454366,GBM_tuned
AR,2021-11-28,2632.578,Random_Forest
AR,2021-11-28,2731.6384,XGBoost
AR,2021-11-28,4690.230982587988,GBM_default
AR,2021-11-28,3077.2616935454366,GBM_tuned
AR,2021-11-29,2583.76,Random_Forest
AR,2021-11-29,3163.2131,XGBoost
AR,2021-11-29,4690.230982587988,GBM_default
AR,2021-11-29,3077.2616935454366,GBM_tuned
AR,2021-11-30,2507.92,Random_Forest
AR,2021-11-30,2529.7488,XGBoost
AR,2021-11-30,4690.230982587988,GBM_default
AR,2021-11-30,3077.2616935454366,GBM_tuned
AR,2021-12-01,2594.655,Random_Forest
AR,2021-12-01,2091.0557,XGBoost
AR,2021-12-01,4690.230982587988,GBM_default
AR,2021-12-01,3077.2616935454366,GBM_tuned
AR,2021-12-02,2536.424,Random_Forest
AR,2021-12-02,2618.0686,XGBoost
AR,2021-12-02,4690.230982587988,GBM_default
AR,2021-12-02,3077.2616935454366,GBM_tuned
AR,2021-12-03,2581.899,Random_Forest
AR,2021-12-03,2644.7927,XGBoost
AR,2021-12-03,4690.230982587988,GBM_default
AR,2021-12-03,3077.2616935454366,GBM_tuned
